Data taking started at   1664294842.0286 seconds (2022-09-27 12:07:22.028607)
Event     Delta Time     Absolute Time   min[V]   max[V]   Delay[us]   pulse size
 2500     41711.0526   1664336553.0812  -0.0864   0.0032      0.7580      28.3640
 2501     41713.7729   1664336555.8015  -0.1600   0.0032      1.4180      26.7688
 2502     41720.7320   1664336562.7606  -0.0840   0.0032      0.9740      27.7216
 2503     41749.9951   1664336592.0237  -0.1600   0.0032      9.0740      26.8416
 2504     41751.4943   1664336593.5230  -0.1600   0.0032      3.8280      26.8352
 2505     41752.3739   1664336594.4025  -0.0784   0.0032      1.0620      26.5488
 2506     41765.0165   1664336607.0451  -0.1144   0.0032      2.5540      27.8216
 2507     41769.7617   1664336611.7903  -0.1600   0.0032      4.9180      27.1560
 2508     41777.7431   1664336619.7717  -0.1600   0.0032      1.1740      27.0168
 2509     41798.2833   1664336640.3119  -0.1600   0.0032      6.9940      27.4552
 2510     41872.5532   1664336714.5818  -0.1288   0.0032      0.5600      27.2056
 2511     41884.5834   1664336726.6120  -0.1304   0.0032      2.5900      27.0984
 2512     41891.5642   1664336733.5928  -0.1504   0.0032      1.3940      27.6680
 2513     41897.7118   1664336739.7404  -0.0872   0.0032      1.0820      27.0632
 2514     41901.0262   1664336743.0549  -0.1600   0.0040      1.9400      27.3032
 2515     41902.7124   1664336744.7410  -0.1600   0.0032      2.2200      27.7824
 2516     41907.8469   1664336749.8756  -0.1600   0.0032      2.6380      26.6920
 2517     41915.4135   1664336757.4421  -0.1600   0.0032      5.0160      28.0184
 2518     41922.1669   1664336764.1955  -0.1352   0.0032      2.8540      28.1544
 2519     41923.6559   1664336765.6845  -0.0816   0.0032      1.7480      28.4736
 2520     41944.1951   1664336786.2237  -0.1200   0.0032      1.5040      27.8368
 2521     42004.0795   1664336846.1081  -0.0608   0.0032      1.0280      28.8800
 2522     42008.2109   1664336850.2395  -0.1264   0.0032      2.4280      27.6680
 2523     42014.1786   1664336856.2073  -0.1160   0.0032      1.8200      28.3960
 2524     42020.5316   1664336862.5602  -0.1040   0.0032      0.7780      27.4264
 2525     42034.8183   1664336876.8469  -0.1160   0.0032      6.3600      27.0848
 2526     42041.1875   1664336883.2161  -0.1600   0.0040      2.1380      28.3056
 2527     42047.1377   1664336889.1663  -0.1600   0.0040      2.0460      27.7272
 2528     42059.5830   1664336901.6116  -0.0704   0.0032      2.1020      28.5968
 2529     42077.6736   1664336919.7023  -0.1384   0.0032      2.9340      27.6104
 2530     42116.4638   1664336958.4924  -0.0632   0.0032      3.2140      28.8136
 2531     42124.2455   1664336966.2741  -0.1232   0.0032      1.1300      28.4736
 2532     42144.8151   1664336986.8437  -0.1232   0.0032      0.8500      28.3136
 2533     42170.4593   1664337012.4879  -0.1600   0.0032      1.2760      27.9248
 2534     42177.8336   1664337019.8622  -0.1600   0.0048      3.1040      30.8688
 2535     42204.4640   1664337046.4926  -0.0960   0.0032      1.4680      28.5032
 2536     42211.2137   1664337053.2423  -0.1600   0.0160      0.6520      45.7008
 2537     42241.2939   1664337083.3225  -0.1240   0.0032      2.1040      27.6752
 2538     42245.2285   1664337087.2571  -0.1600   0.0032      4.3560      26.2504
 2539     42270.8524   1664337112.8810  -0.1272   0.0032      3.4780      27.9096
 2540     42300.9301   1664337142.9587  -0.1280   0.0032      4.0140      28.1176
 2541     42301.8200   1664337143.8486  -0.1032   0.0032      2.8160      27.7272
 2542     42316.0862   1664337158.1148  -0.1456   0.0032      3.2300      28.3368
 2543     42316.7758   1664337158.8044  -0.0528   0.0032      1.1720      28.6832
 2544     42335.5095   1664337177.5381  -0.1040   0.0032      1.0420      28.3040
 2545     42336.5992   1664337178.6278  -0.0384   0.0032      1.1420      29.2760
 2546     42351.2631   1664337193.2917  -0.1248   0.0032      2.8600      27.8504
 2547     42384.1766   1664337226.2052  -0.1008   0.0032      5.0400      27.3152
 2548     42437.9794   1664337280.0080  -0.1600   0.0040      0.5720      28.8392
 2549     42461.5652   1664337303.5938  -0.0592   0.0032      1.9620      28.6088
 2550     42516.9843   1664337359.0130  -0.1600   0.0032      2.1600      27.3688
 2551     42540.5718   1664337382.6004  -0.0584   0.0032      0.8700      28.2696
 2552     42571.0726   1664337413.1012  -0.1600   0.0032      4.8460      26.5192
 2553     42571.5322   1664337413.5608  -0.0896   0.0032      4.8760      27.4472
 2554     42585.9915   1664337428.0201  -0.1544   0.0032      1.5280      27.0784
 2555     42600.2620   1664337442.2906  -0.0976   0.0032      5.8760      27.3928
 2556     42615.9437   1664337457.9723  -0.0992   0.0032      0.8620      28.0240
 2557     42618.6565   1664337460.6851  -0.1600   0.0032      4.6660      27.5200
 2558     42620.1672   1664337462.1958  -0.1600   0.0040      1.1460      28.0744
 2559     42668.8789   1664337510.9075  -0.0688   0.0032      2.8680      29.3256
 2560     42747.8094   1664337589.8380  -0.1424   0.0032      1.6360      25.9192
 2561     42762.0847   1664337604.1133  -0.1600   0.0032      8.0920      27.4168
 2562     42777.5742   1664337619.6028  -0.1600   0.0032      6.4020      26.4640
 2563     42787.9931   1664337630.0217  -0.1400   0.0032      1.6600      27.6384
 2564     42791.5298   1664337633.5584  -0.0488   0.0032      1.7800      28.3304
 2565     42808.8384   1664337650.8670  -0.1600   0.0040      1.4140      27.3248
 2566     42827.3597   1664337669.3883  -0.0664   0.0032      1.2060      26.6952
 2567     42836.5609   1664337678.5895  -0.1256   0.0032      2.0860      26.9472
 2568     42837.2427   1664337679.2714  -0.0824   0.0032      2.8080      27.2504
 2569     42846.6455   1664337688.6741  -0.1368   0.0032      0.7700      27.0608
 2570     42847.5216   1664337689.5502  -0.1104   0.0032      1.5240      27.7704
 2571     42869.5000   1664337711.5286  -0.0752   0.0032      1.2920      27.8584
 2572     42881.1349   1664337723.1635  -0.1320   0.0032      1.3800      27.9680
 2573     42882.6266   1664337724.6552  -0.0656   0.0032      1.1160      28.5032
 2574     42918.5882   1664337760.6168  -0.1304   0.0032      0.9040      27.3032
 2575     42932.8608   1664337774.8894  -0.0992   0.0032      6.6480      27.7216
 2576     42941.0392   1664337783.0678  -0.1280   0.0032      1.2080      27.6752
 2577     42945.5775   1664337787.6061  -0.1600   0.0032      7.7600      27.6648
 2578     43020.2569   1664337862.2855  -0.1600   0.0088      0.6640      38.4504
 2579     43043.8414   1664337885.8700  -0.1152   0.0032      3.5900      27.8280
 2580     43082.4286   1664337924.4572  -0.1496   0.0032      1.4340      26.2288
 2581     43084.9309   1664337926.9595  -0.1600   0.0032     10.4760      26.9896
 2582     43094.9454   1664337936.9740  -0.0856   0.0032      0.6900      28.1864
 2583     43098.0729   1664337940.1015  -0.1576   0.0032      0.7660      27.8136
 2584     43121.0560   1664337963.0846  -0.0792   0.0032      4.6880      26.9992
 2585     43134.4999   1664337976.5285  -0.1296   0.0032      3.4860      26.4488
 2586     43153.0304   1664337995.0590  -0.1232   0.0032      1.3300      27.0144
 2587     43178.2537   1664338020.2823  -0.1600   0.0032      1.2880      26.7464
 2588     43182.1821   1664338024.2107  -0.1304   0.0032      0.6700      26.4408
 2589     43187.1197   1664338029.1483  -0.1456   0.0032      1.2700      27.7264
 2590     43210.7040   1664338052.7326  -0.1600   0.0088      0.6860      39.0664
 2591     43225.7841   1664338067.8127  -0.0912   0.0032      0.5780      26.5656
 2592     43237.6207   1664338079.6493  -0.1088   0.0032      1.4420      26.9904
 2593     43264.0503   1664338106.0789  -0.1560   0.0032      0.5660      27.6728
 2594     43273.4687   1664338115.4973  -0.0816   0.0032      1.2960      27.9328
 2595     43276.3933   1664338118.4219  -0.1392   0.0032      0.6840      27.2120
 2596     43291.2623   1664338133.2909  -0.1320   0.0032      1.6280      26.0832
 2597     43307.5524   1664338149.5811  -0.1600   0.0032      1.7380      26.6672
 2598     43324.0450   1664338166.0736  -0.1304   0.0032      4.8460      27.6016
 2599     43329.5879   1664338171.6165  -0.1600   0.0032      3.1740      27.4264
 2600     43363.7365   1664338205.7651  -0.0576   0.0032      0.9040      27.9304
 2601     43401.3234   1664338243.3520  -0.0744   0.0032      1.8980      28.1136
 2602     43414.9893   1664338257.0179  -0.1600   0.0032      1.9480      27.3352
 2603     43422.3670   1664338264.3956  -0.1216   0.0032      2.2640      27.7024
 2604     43446.9538   1664338288.9824  -0.1504   0.0032      2.9460      27.3808
 2605     43461.4557   1664338303.4843  -0.1600   0.0032      3.6720      26.5280
 2606     43482.1990   1664338324.2276  -0.0968   0.0032      1.1620      26.8208
 2607     43483.2891   1664338325.3177  -0.0608   0.0032      0.7700      27.6544
 2608     43526.1505   1664338368.1791  -0.1600   0.0032      0.9220      27.0912
 2609     43537.1820   1664338379.2106  -0.1600   0.0032      4.7360      27.3416
 2610     43538.0625   1664338380.0912  -0.1256   0.0032      0.6720      27.2792
 2611     43548.0610   1664338390.0896  -0.0976   0.0032      1.8520      27.7920
 2612     43586.4507   1664338428.4793  -0.1600   0.0040      1.3900      27.1760
 2613     43586.9108   1664338428.9394  -0.1008   0.0032      4.2640      27.9296
 2614     43619.4178   1664338461.4464  -0.0952   0.0032      1.6160      28.0912
 2615     43623.5364   1664338465.5650  -0.1600   0.0040      0.9300      27.4120
 2616     43626.0360   1664338468.0646  -0.1352   0.0032      0.6080      26.5920
 2617     43642.9357   1664338484.9643  -0.1216   0.0032      0.5600      27.9080
 2618     43657.0057   1664338499.0343  -0.1600   0.0032      2.3080      27.4544
 2619     43669.0371   1664338511.0657  -0.1008   0.0032      2.7520      27.3152
 2620     43669.9290   1664338511.9577  -0.1032   0.0032      3.5360      27.3936
 2621     43671.2188   1664338513.2474  -0.0992   0.0032      7.1820      27.7264
 2622     43684.4777   1664338526.5063  -0.1600   0.0032      5.9220      27.4216
 2623     43700.5766   1664338542.6052  -0.0568   0.0032      1.2440      28.4016
 2624     43705.9148   1664338547.9434  -0.0616   0.0032      3.8660      28.5592
 2625     43710.4510   1664338552.4796  -0.1176   0.0032      3.0660      27.2448
 2626     43728.7787   1664338570.8073  -0.1136   0.0032      9.4100      28.1264
 2627     43762.0964   1664338604.1250  -0.1128   0.0032      0.9500      27.2680
 2628     43807.7944   1664338649.8230  -0.1384   0.0032      4.7600      27.1872
 2629     43815.9960   1664338658.0246  -0.1432   0.0040      2.6480      27.0776
 2630     43844.0314   1664338686.0600  -0.1512   0.0032      1.2520      27.5520
 2631     43849.1692   1664338691.1978  -0.0672   0.0032      2.6340      28.3288
 2632     43865.2561   1664338707.2847  -0.0496   0.0032      4.5360      27.9408
 2633     43872.4395   1664338714.4681  -0.1600   0.0096      0.6640      40.0392
 2634     43882.2324   1664338724.2610  -0.1600   0.0032      7.2920      27.4744
 2635     43888.9901   1664338731.0187  -0.0488   0.0032      2.1860      28.2576
 2636     43941.7669   1664338783.7955  -0.1600   0.0040      1.8940      26.5496
 2637     43955.8365   1664338797.8651  -0.1464   0.0032      1.2800      28.1296
 2638     43962.0041   1664338804.0327  -0.1552   0.0032      2.9100      27.8008
 2639     43980.9406   1664338822.9692  -0.0376   0.0032      1.4300      28.3352
 2640     44056.4383   1664338898.4670  -0.0680   0.0032      3.0440      27.9336
 2641     44070.5028   1664338912.5314  -0.1600   0.0032      1.6780      27.3032
 2642     44112.1589   1664338954.1875  -0.1600   0.0040      0.5640      27.1016
 2643     44123.9850   1664338966.0136  -0.0480   0.0032      2.4760      29.1432
 2644     44171.9053   1664339013.9339  -0.1600   0.0032      1.2940      28.1040
 2645     44180.0967   1664339022.1254  -0.1496   0.0032      2.4960      27.3240
 2646     44213.6146   1664339055.6432  -0.1400   0.0032      1.2260      26.9320
 2647     44233.7517   1664339075.7804  -0.1272   0.0032      6.6880      27.7560
 2648     44243.1549   1664339085.1835  -0.1496   0.0032      2.2440      26.5496
 2649     44246.6837   1664339088.7123  -0.1120   0.0032      3.9280      27.0648
 2650     44285.8971   1664339127.9257  -0.1264   0.0032      6.1360      26.3576
 2651     44307.2645   1664339149.2931  -0.1408   0.0032      8.5360      27.7680
 2652     44330.2633   1664339172.2920  -0.1384   0.0032      1.7140      26.4488
 2653     44347.1767   1664339189.2053  -0.1376   0.0032      0.5400      26.7912
 2654     44348.2676   1664339190.2962  -0.1600   0.0032      6.0660      27.5440
 2655     44358.2633   1664339200.2919  -0.1056   0.0032      3.7060      27.3720
 2656     44360.9886   1664339203.0172  -0.1328   0.0032      2.2420      27.2328
 2657     44383.9718   1664339226.0004  -0.1416   0.0032      1.8120      26.9792
 2658     44396.2221   1664339238.2507  -0.1600   0.0072      0.6840      33.8544
 2659     44405.4177   1664339247.4463  -0.1328   0.0032      1.8740      27.4576
 2660     44408.1281   1664339250.1567  -0.1600   0.0032      3.3460      26.2864
 2661     44411.8568   1664339253.8854  -0.0888   0.0032      1.0040      28.2360
 2662     44418.4266   1664339260.4552  -0.1176   0.0032      2.1420      27.3736
 2663     44420.1158   1664339262.1444  -0.1480   0.0032      2.2540      27.4136
 2664     44453.0105   1664339295.0391  -0.1600   0.0032      3.2360      27.3080
 2665     44475.2175   1664339317.2462  -0.1048   0.0032      2.3280      27.9304
 2666     44497.9916   1664339340.0202  -0.0368   0.0032      0.7500      28.4056
 2667     44503.1298   1664339345.1584  -0.1184   0.0032      2.5720      27.2560
 2668     44517.1867   1664339359.2153  -0.1488   0.0032      4.1760      26.8400
 2669     44529.4240   1664339371.4526  -0.0448   0.0032      4.1340      27.6456
 2670     44538.2093   1664339380.2379  -0.1600   0.0040      8.7060      28.0560
 2671     44545.9964   1664339388.0250  -0.1600   0.0032      3.1420      27.6168
 2672     44569.7839   1664339411.8125  -0.1352   0.0032      2.1060      27.4424
 2673     44584.2635   1664339426.2921  -0.1512   0.0032      3.3540      27.4536
 2674     44587.3825   1664339429.4111  -0.1552   0.0032      2.3100      27.9528
 2675     44588.0726   1664339430.1012  -0.1600   0.0040      1.1060      26.6848
 2676     44593.4104   1664339435.4391  -0.1600   0.0032      5.1920      27.6464
 2677     44604.4414   1664339446.4700  -0.1504   0.0032      0.6220      27.5280
 2678     44619.9471   1664339461.9757  -0.0744   0.0032      4.0460      27.8680
 2679     44621.4366   1664339463.4652  -0.1024   0.0032      4.5060      27.4664
 2680     44647.6665   1664339489.6951  -0.0944   0.0032      1.6180      26.7928
 2681     44653.0059   1664339495.0345  -0.1600   0.0032      0.7420      26.9520
 2682     44673.9469   1664339515.9755  -0.1128   0.0032      2.8120      27.1800
 2683     44684.7726   1664339526.8012  -0.0496   0.0032      0.7800      27.9232
 2684     44688.6856   1664339530.7142  -0.1080   0.0032      1.7300      26.9960
 2685     44724.0315   1664339566.0601  -0.1600   0.0032      4.1480      27.6848
